id,action,actionLastChangedAt,batchID,batchIDLastChangedAt,condition,conditionLastChangedAt,context,contextLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,question,questionLastChangedAt,scenario,scenarioLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01K2QAZWVDXZVGSPJB67KWNZMA,"Lucy goes for a walk on the paths of the Aurontown National Park. After exiting the park, she finds a native shrub growing on the edge of a parking lot, and rips a branch off.",2025-08-15T13:03:43.46969-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.46969-04:00,underinclusion,2025-08-15T13:03:43.46969-04:00,"As a result of changing weather, the native flora in Aurontown is disappearing. The environmental committee has initiated a reforestation project to replant native shrubs in the Aurontown National Park, which will gradually restore the regional flora. So people will not damage the native shrubs, park authorities have laid a fence around the reforestation site, and posted signs that say: “No park visitors beyond this point”.",2025-08-15T13:03:43.46969-04:00,true,2025-08-15T13:03:49.748608-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.46969-04:00,6,2025-08-15T13:03:43.46969-04:00,5,2025-08-15T13:03:43.46969-04:00,Did Lucy break the rule?,2025-08-15T13:03:43.46969-04:00,environment,2025-08-15T13:03:43.46969-04:00,1,2025-08-15T13:03:43.530121-04:00,true,2025-08-15T13:03:48.842196-04:00
01K2QAZ5T8JM5ASJM881XKD21W,"Veronica is a frequent commuter on a local train. She sits at one of the benches while excitingly talking over the phone with one of her best friends. Before the call is over, her train arrives at the station and she gets onboard.",2025-08-15T13:03:19.88037-04:00,01K2QAWQJD5D6BKAZVS6RTNAR3,2025-08-15T13:03:19.88037-04:00,compliance,2025-08-15T13:03:19.88037-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:03:19.88037-04:00,true,2025-08-15T13:03:26.466732-04:00,01K2QAWQJXX669KX4WQBJPYGMV,2025-08-15T13:03:19.88037-04:00,5,2025-08-15T13:03:19.88037-04:00,4,2025-08-15T13:03:19.88037-04:00,Did Veronica break the rule?,2025-08-15T13:03:19.88037-04:00,sleep,2025-08-15T13:03:19.88037-04:00,1,2025-08-15T13:03:19.932224-04:00,true,2025-08-15T13:03:25.034128-04:00
01K2QB9FCEY4E0R70K2Z373RF8,"Joan has no interest in math class, so she decides to groom herself instead. She takes a nail clipper and file from her purse and begins to cut and file her fingernails, allowing the clippings to fall onto the classroom floor.",2025-08-15T13:08:57.358568-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.358568-04:00,underinclusion,2025-08-15T13:08:57.358568-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:08:57.358568-04:00,true,2025-08-15T13:09:14.586656-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.358568-04:00,4,2025-08-15T13:08:57.358568-04:00,3,2025-08-15T13:08:57.358568-04:00,Did Joan break the rule?,2025-08-15T13:08:57.358568-04:00,classroom,2025-08-15T13:08:57.358568-04:00,1,2025-08-15T13:08:57.405316-04:00,true,2025-08-15T13:09:10.078286-04:00
01K2QAYF49M1XKEDSX5HJE8TQ1,"Lucy goes for a walk on the paths of the Aurontown National Park. After exiting the park, she finds a native shrub growing on the edge of a parking lot, and rips a branch off.",2025-08-15T13:02:56.649902-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.649902-04:00,underinclusion,2025-08-15T13:02:56.649902-04:00,"As a result of changing weather, the native flora in Aurontown is disappearing. The environmental committee has initiated a reforestation project to replant native shrubs in the Aurontown National Park, which will gradually restore the regional flora. So people will not damage the native shrubs, park authorities have laid a fence around the reforestation site, and posted signs that say: “No park visitors beyond this point”.",2025-08-15T13:02:56.649902-04:00,true,2025-08-15T13:02:59.68649-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.649902-04:00,2,2025-08-15T13:02:56.649902-04:00,1,2025-08-15T13:02:56.649902-04:00,Did Lucy break the rule?,2025-08-15T13:02:56.649902-04:00,environment,2025-08-15T13:02:56.649902-04:00,1,2025-08-15T13:02:56.684582-04:00,true,2025-08-15T13:02:58.462097-04:00
01K2QAYF4D9E0928FQT84Z0C3S,Brian invites his friends over to party while his parents are away. They hire a DJ and play very loud music until 1 AM.,2025-08-15T13:02:56.653839-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.653839-04:00,violation,2025-08-15T13:02:56.653839-04:00,"House parties are frequent in the college town of Greenville. The parties cause problems for Greenville residents and families, whose sleep is disturbed. To avoid nuisance to Greenville residents, the city adopted an ordinance: “No loud music past 10 PM”.",2025-08-15T13:02:56.653839-04:00,true,2025-08-15T13:03:05.973798-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.653839-04:00,7,2025-08-15T13:02:56.653839-04:00,6,2025-08-15T13:02:56.653839-04:00,Did Brian break the rule?,2025-08-15T13:02:56.653839-04:00,music,2025-08-15T13:02:56.653839-04:00,1,2025-08-15T13:02:56.726943-04:00,true,2025-08-15T13:03:05.139439-04:00
01K2QAZWV613JRDQJYNX5H6YA8,"John just bought a brand new pair of dress shoes. In the hallway out front Maria’s apartment, he takes the shoes out of the box for the first time and puts them on. John then walks around Maria’s apartment in his pristine dress shoes.",2025-08-15T13:03:43.462381-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.462381-04:00,overinclusion,2025-08-15T13:03:43.462381-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:03:43.462381-04:00,true,2025-08-15T13:03:44.94372-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.462381-04:00,1,2025-08-15T13:03:43.462381-04:00,0,2025-08-15T13:03:43.462381-04:00,Did John break the rule?,2025-08-15T13:03:43.462381-04:00,shoes,2025-08-15T13:03:43.462381-04:00,1,2025-08-15T13:03:43.484699-04:00,true,2025-08-15T13:03:43.69259-04:00
01K2QB9FC8BB1ZAVD8FZA12ZVB,"John just bought a brand new pair of dress shoes. In the hallway out front Maria’s apartment, he takes the shoes out of the box for the first time and puts them on. John then walks around Maria’s apartment in his pristine dress shoes.",2025-08-15T13:08:57.352472-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.352472-04:00,overinclusion,2025-08-15T13:08:57.352472-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:08:57.352472-04:00,true,2025-08-15T13:09:10.062093-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.352472-04:00,3,2025-08-15T13:08:57.352472-04:00,2,2025-08-15T13:08:57.352472-04:00,Did John break the rule?,2025-08-15T13:08:57.352472-04:00,shoes,2025-08-15T13:08:57.352472-04:00,1,2025-08-15T13:08:57.395136-04:00,true,2025-08-15T13:09:05.952056-04:00
01K2QB4YF7W1D4WTQ3PTCNFNVR,"Ursula goes to a party where she makes use of a drug called ""ecstasy"". This drug produces changes in perception and increased physical activity. Ursula does not drink any alcohol at the party, only water. Once the party is over, Ursula gets in her car to return home still under the influence of ""ecstasy"". She is stopped by the police, but the breathalyzer test detects no alcohol.",2025-08-15T13:06:28.967712-04:00,01K2QB1FMGQTR04DSF89JKEWNV,2025-08-15T13:06:28.967712-04:00,underinclusion,2025-08-15T13:06:28.967712-04:00,"While driving under the influence of alcohol, a young woman suffered a car accident that ended her life. In order to avoid future accidents, Congress established a law: ""If a police-administered breathalyzer test detects any trace of alcohol, the driver’s vehicle will be seized and the driver subject to imprisonment.""",2025-08-15T13:06:28.967712-04:00,true,2025-08-15T13:06:34.546767-04:00,01K2QB1FN0RTA59BMSCCQHNFDR,2025-08-15T13:06:28.967712-04:00,1,2025-08-15T13:06:28.967712-04:00,0,2025-08-15T13:06:28.967712-04:00,Did Ursula break the rule?,2025-08-15T13:06:28.967712-04:00,driving,2025-08-15T13:06:28.967712-04:00,1,2025-08-15T13:06:28.99298-04:00,true,2025-08-15T13:06:29.175404-04:00
01K2QAYF4M8880SWB1BVV19SPT,"Joan has no interest in math class, so she decides to groom herself instead. She takes a nail clipper and file from her purse and begins to cut and file her fingernails, allowing the clippings to fall onto the classroom floor.",2025-08-15T13:02:56.660108-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.660108-04:00,underinclusion,2025-08-15T13:02:56.660108-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:02:56.660108-04:00,true,2025-08-15T13:03:06.942006-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.660108-04:00,8,2025-08-15T13:02:56.660108-04:00,7,2025-08-15T13:02:56.660108-04:00,Did Joan break the rule?,2025-08-15T13:02:56.660108-04:00,classroom,2025-08-15T13:02:56.660108-04:00,1,2025-08-15T13:02:56.735169-04:00,true,2025-08-15T13:03:05.985532-04:00
01K2QAZWV7X44NSMGJ3H6ZYDC3,"Mark lives in a cul-de-sac, and his only neighbors travel out of town for the long weekend. Mark invites his bandmates to rehearse, realizing the volume will not disturb anyone. The band practices until 1 AM.",2025-08-15T13:03:43.463202-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.463202-04:00,overinclusion,2025-08-15T13:03:43.463202-04:00,"House parties are frequent in the college town of Greenville. The parties cause problems for Greenville residents and families, whose sleep is disturbed. To avoid nuisance to Greenville residents, the city adopted an ordinance: “No loud music past 10 PM”.",2025-08-15T13:03:43.463202-04:00,true,2025-08-15T13:03:45.926934-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.463202-04:00,2,2025-08-15T13:03:43.463202-04:00,1,2025-08-15T13:03:43.463202-04:00,Did Mark break the rule?,2025-08-15T13:03:43.463202-04:00,music,2025-08-15T13:03:43.463202-04:00,1,2025-08-15T13:03:43.49394-04:00,true,2025-08-15T13:03:44.95567-04:00
01K2QB75VQJAHR6EKMPFH3BGG5,"Carlos walks around barefoot unless footwear is strictly necessary. On a rainy day, he walks from his house to Maria’s apartment. Carlos walks into Maria’s home with his feet muddy, dirtying Maria’s carpet.",2025-08-15T13:07:42.071735-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.071735-04:00,underinclusion,2025-08-15T13:07:42.071735-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:07:42.071735-04:00,true,2025-08-15T13:07:45.763606-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.071735-04:00,1,2025-08-15T13:07:42.071735-04:00,0,2025-08-15T13:07:42.071735-04:00,Did Carlos break the rule?,2025-08-15T13:07:42.071735-04:00,shoes,2025-08-15T13:07:42.071735-04:00,1,2025-08-15T13:07:42.096806-04:00,true,2025-08-15T13:07:42.31018-04:00
01K2QB75VRSRMXXEG94JMM218X,"Paul is a light jockey at some of the best clubs in town. To prepare for an upcoming show, one night Paul sets up his laser lights in the front yard and rehearses his show until 1 AM. The lights are so bright that neighbors complain about not being able to sleep.",2025-08-15T13:07:42.073018-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.073018-04:00,underinclusion,2025-08-15T13:07:42.073018-04:00,"House parties are frequent in the college town of Greenville. The parties cause problems for Greenville residents and families, whose sleep is disturbed. To avoid nuisance to Greenville residents, the city adopted an ordinance: “No loud music past 10 PM”.",2025-08-15T13:07:42.073018-04:00,true,2025-08-15T13:07:50.581405-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.073018-04:00,2,2025-08-15T13:07:42.073018-04:00,1,2025-08-15T13:07:42.073018-04:00,Did Paul break the rule?,2025-08-15T13:07:42.073018-04:00,music,2025-08-15T13:07:42.073018-04:00,1,2025-08-15T13:07:42.106258-04:00,true,2025-08-15T13:07:45.784776-04:00
01K2QB2P3SGGRAZQA4DYF28VC9,"Carlos walks around barefoot unless footwear is strictly necessary. On a rainy day, he walks from his house to Maria’s apartment. Carlos walks into Maria’s home with his feet muddy, dirtying Maria’s carpet.",2025-08-15T13:05:14.873248-04:00,01K2QB0RESFNZQAXX6FAGX5BNW,2025-08-15T13:05:14.873248-04:00,underinclusion,2025-08-15T13:05:14.873248-04:00,"One day, a guest entered Maria’s house with his shoes on and dirtied the carpet in her living room. In order to keep her house as clean as possible, Maria established that “Wearing shoes in the house is not allowed”.",2025-08-15T13:05:14.873248-04:00,true,2025-08-15T13:05:25.257077-04:00,01K2QB0RFAJQPEC2FMKQCB556M,2025-08-15T13:05:14.873248-04:00,2,2025-08-15T13:05:14.873248-04:00,1,2025-08-15T13:05:14.873248-04:00,Did Carlos break the rule?,2025-08-15T13:05:14.873248-04:00,shoes,2025-08-15T13:05:14.873248-04:00,1,2025-08-15T13:05:14.90656-04:00,true,2025-08-15T13:05:19.81998-04:00
01K2QB4YFM07R4NN84MV7NY4QQ,"Julia is a businesswoman. She spent all day out of town negotiating important contracts. After a long day of work, Julia sits at one of the benches at the train station to wait for the train home. While waiting, she falls asleep for about 5 minutes, before waking up to the sound of an incoming train.",2025-08-15T13:06:28.980169-04:00,01K2QB1FMGQTR04DSF89JKEWNV,2025-08-15T13:06:28.980169-04:00,overinclusion,2025-08-15T13:06:28.980169-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:06:28.980169-04:00,true,2025-08-15T13:07:03.956693-04:00,01K2QB1FN0RTA59BMSCCQHNFDR,2025-08-15T13:06:28.980169-04:00,8,2025-08-15T13:06:28.980169-04:00,7,2025-08-15T13:06:28.980169-04:00,Did Julia break the rule?,2025-08-15T13:06:28.980169-04:00,sleep,2025-08-15T13:06:28.980169-04:00,1,2025-08-15T13:06:29.04975-04:00,true,2025-08-15T13:07:01.024367-04:00
01K2QB9FCBHYS68H5M5EZXAW2T,"Lucy goes for a walk on the paths of the Aurontown National Park. After exiting the park, she finds a native shrub growing on the edge of a parking lot, and rips a branch off.",2025-08-15T13:08:57.355798-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.355798-04:00,underinclusion,2025-08-15T13:08:57.355798-04:00,"As a result of changing weather, the native flora in Aurontown is disappearing. The environmental committee has initiated a reforestation project to replant native shrubs in the Aurontown National Park, which will gradually restore the regional flora. So people will not damage the native shrubs, park authorities have laid a fence around the reforestation site, and posted signs that say: “No park visitors beyond this point”.",2025-08-15T13:08:57.355798-04:00,true,2025-08-15T13:09:29.114005-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.355798-04:00,7,2025-08-15T13:08:57.355798-04:00,6,2025-08-15T13:08:57.355798-04:00,Did Lucy break the rule?,2025-08-15T13:08:57.355798-04:00,environment,2025-08-15T13:08:57.355798-04:00,1,2025-08-15T13:08:57.433026-04:00,true,2025-08-15T13:09:24.741625-04:00
01K2QAYF4CPERQ9GH2FG9MKNR3,"Julia is a businesswoman. She spent all day out of town negotiating important contracts. After a long day of work, Julia sits at one of the benches at the train station to wait for the train home. While waiting, she falls asleep for about 5 minutes, before waking up to the sound of an incoming train.",2025-08-15T13:02:56.652673-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.652673-04:00,overinclusion,2025-08-15T13:02:56.652673-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:02:56.652673-04:00,true,2025-08-15T13:03:03.559697-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.652673-04:00,5,2025-08-15T13:02:56.652673-04:00,4,2025-08-15T13:02:56.652673-04:00,Did Julia break the rule?,2025-08-15T13:02:56.652673-04:00,sleep,2025-08-15T13:02:56.652673-04:00,1,2025-08-15T13:02:56.710282-04:00,true,2025-08-15T13:03:02.209334-04:00
01K2QB9FCAX9R3PNMVRGF54542,"Robert is a homeless person. As the streets are cold and uncomfortable, he goes to the train station, lies down in one of the benches, where he sleeps soundly throughout the night.",2025-08-15T13:08:57.354631-04:00,01K2QB22NMJ7AEWF6QNPWHP7FH,2025-08-15T13:08:57.354631-04:00,violation,2025-08-15T13:08:57.354631-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:08:57.354631-04:00,true,2025-08-15T13:09:24.727103-04:00,01K2QB22P295DWW783NCJ18DFY,2025-08-15T13:08:57.354631-04:00,6,2025-08-15T13:08:57.354631-04:00,5,2025-08-15T13:08:57.354631-04:00,Did Robert break the rule?,2025-08-15T13:08:57.354631-04:00,sleep,2025-08-15T13:08:57.354631-04:00,1,2025-08-15T13:08:57.424417-04:00,true,2025-08-15T13:09:19.428365-04:00
01K2QAZ5TAP149MKMFS328P6VM,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:03:19.882045-04:00,01K2QAWQJD5D6BKAZVS6RTNAR3,2025-08-15T13:03:19.882045-04:00,overinclusion,2025-08-15T13:03:19.882045-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:03:19.882045-04:00,true,2025-08-15T13:03:30.666128-04:00,01K2QAWQJXX669KX4WQBJPYGMV,2025-08-15T13:03:19.882045-04:00,8,2025-08-15T13:03:19.882045-04:00,7,2025-08-15T13:03:19.882045-04:00,Did April break the rule?,2025-08-15T13:03:19.882045-04:00,classroom,2025-08-15T13:03:19.882045-04:00,1,2025-08-15T13:03:19.959484-04:00,true,2025-08-15T13:03:28.957988-04:00
01K2QAZWVEX3JSJC3TR95B2NYP,"Joan has no interest in math class, so she decides to groom herself instead. She takes a nail clipper and file from her purse and begins to cut and file her fingernails, allowing the clippings to fall onto the classroom floor.",2025-08-15T13:03:43.470968-04:00,01K2QAWXBGEB3B9E2DG8G4BRJN,2025-08-15T13:03:43.470968-04:00,underinclusion,2025-08-15T13:03:43.470968-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:03:43.470968-04:00,true,2025-08-15T13:03:51.712988-04:00,01K2QAWXC1FZZAQ9RXE3A2H2A9,2025-08-15T13:03:43.470968-04:00,8,2025-08-15T13:03:43.470968-04:00,7,2025-08-15T13:03:43.470968-04:00,Did Joan break the rule?,2025-08-15T13:03:43.470968-04:00,classroom,2025-08-15T13:03:43.470968-04:00,1,2025-08-15T13:03:43.547034-04:00,true,2025-08-15T13:03:50.788444-04:00
01K2QB2P3TJ56X353X3AEN7XPY,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:05:14.874457-04:00,01K2QB0RESFNZQAXX6FAGX5BNW,2025-08-15T13:05:14.874457-04:00,overinclusion,2025-08-15T13:05:14.874457-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:05:14.874457-04:00,true,2025-08-15T13:05:28.298092-04:00,01K2QB0RFAJQPEC2FMKQCB556M,2025-08-15T13:05:14.874457-04:00,3,2025-08-15T13:05:14.874457-04:00,2,2025-08-15T13:05:14.874457-04:00,Did April break the rule?,2025-08-15T13:05:14.874457-04:00,classroom,2025-08-15T13:05:14.874457-04:00,1,2025-08-15T13:05:14.914107-04:00,true,2025-08-15T13:05:25.268973-04:00
01K2QB4YFA5C7RC7PPN7B5KAQB,"Lucy goes for a walk on the paths of the Aurontown National Park. After exiting the park, she finds a native shrub growing on the edge of a parking lot, and rips a branch off.",2025-08-15T13:06:28.970127-04:00,01K2QB1FMGQTR04DSF89JKEWNV,2025-08-15T13:06:28.970127-04:00,underinclusion,2025-08-15T13:06:28.970127-04:00,"As a result of changing weather, the native flora in Aurontown is disappearing. The environmental committee has initiated a reforestation project to replant native shrubs in the Aurontown National Park, which will gradually restore the regional flora. So people will not damage the native shrubs, park authorities have laid a fence around the reforestation site, and posted signs that say: “No park visitors beyond this point”.",2025-08-15T13:06:28.970127-04:00,true,2025-08-15T13:06:49.887112-04:00,01K2QB1FN0RTA59BMSCCQHNFDR,2025-08-15T13:06:28.970127-04:00,4,2025-08-15T13:06:28.970127-04:00,3,2025-08-15T13:06:28.970127-04:00,Did Lucy break the rule?,2025-08-15T13:06:28.970127-04:00,environment,2025-08-15T13:06:28.970127-04:00,1,2025-08-15T13:06:29.017584-04:00,true,2025-08-15T13:06:44.886249-04:00
01K2QB75VTCM0AVVEPFKGYG7ZX,April has diabetes. She is not feeling well in class and must eat something sweet immediately to avoid fainting. April finds a chocolate bar in her purse and takes a bite. She feels better and is able to concentrate on the lesson again.,2025-08-15T13:07:42.074402-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.074402-04:00,overinclusion,2025-08-15T13:07:42.074402-04:00,"Students who snack during class often drop their food in the classroom. To keep the classrooms clean, the school has decided to ban food in the classroom.",2025-08-15T13:07:42.074402-04:00,true,2025-08-15T13:07:55.088623-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.074402-04:00,3,2025-08-15T13:07:42.074402-04:00,2,2025-08-15T13:07:42.074402-04:00,Did April break the rule?,2025-08-15T13:07:42.074402-04:00,classroom,2025-08-15T13:07:42.074402-04:00,1,2025-08-15T13:07:42.115071-04:00,true,2025-08-15T13:07:50.595855-04:00
01K2QAX7VT7HRDQR7XJQAJ4XP2,The city's championship-winning team parades in a big limo inside the park to celebrate the title. The limo proceeds very slowly and police scouts on the ground ensure no parkgoer gets too close.,2025-08-15T13:02:16.442922-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.442922-04:00,overinclusion,2025-08-15T13:02:16.442922-04:00,"One day at the local park, there was a tragic accident involving a pedestrian and a car. Aiming to avoid accidents that could endanger parkgoers or jeopardize their physical integrity, the park administrators established a rule that: “No cars are allowed inside the park”.",2025-08-15T13:02:16.442922-04:00,true,2025-08-15T13:02:30.938777-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.442922-04:00,3,2025-08-15T13:02:16.442922-04:00,2,2025-08-15T13:02:16.442922-04:00,Did the team break the rule?,2025-08-15T13:02:16.442922-04:00,vehicles,2025-08-15T13:02:16.442922-04:00,1,2025-08-15T13:02:16.481251-04:00,true,2025-08-15T13:02:25.911236-04:00
01K2QAX7W3CYC8VB9WRYC72DQG,"Josh arrives home at 1AM after a long work trip. He is happy, so he almost inaudibly hums a song as he unlocks his front door.",2025-08-15T13:02:16.451556-04:00,01K2QAWG3MDEZ9NDS9QH0QFJBJ,2025-08-15T13:02:16.451556-04:00,compliance,2025-08-15T13:02:16.451556-04:00,"House parties are frequent in the college town of Greenville. The parties cause problems for Greenville residents and families, whose sleep is disturbed. To avoid nuisance to Greenville residents, the city adopted an ordinance: “No loud music past 10 PM”.",2025-08-15T13:02:16.451556-04:00,true,2025-08-15T13:02:42.270802-04:00,01K2QAWG4R9KZ2ZDRE9JK01K7Z,2025-08-15T13:02:16.451556-04:00,8,2025-08-15T13:02:16.451556-04:00,7,2025-08-15T13:02:16.451556-04:00,Did Josh break the rule?,2025-08-15T13:02:16.451556-04:00,music,2025-08-15T13:02:16.451556-04:00,1,2025-08-15T13:02:16.526999-04:00,true,2025-08-15T13:02:40.701466-04:00
01K2QAYF4BZ996SWP4EGQEK0R5,"Ursula goes to a party where she makes use of a drug called ""ecstasy"". This drug produces changes in perception and increased physical activity. Ursula does not drink any alcohol at the party, only water. Once the party is over, Ursula gets in her car to return home still under the influence of ""ecstasy"". She is stopped by the police, but the breathalyzer test detects no alcohol.",2025-08-15T13:02:56.651996-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.651996-04:00,underinclusion,2025-08-15T13:02:56.651996-04:00,"While driving under the influence of alcohol, a young woman suffered a car accident that ended her life. In order to avoid future accidents, Congress established a law: ""If a police-administered breathalyzer test detects any trace of alcohol, the driver’s vehicle will be seized and the driver subject to imprisonment.""",2025-08-15T13:02:56.651996-04:00,true,2025-08-15T13:03:02.194291-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.651996-04:00,4,2025-08-15T13:02:56.651996-04:00,3,2025-08-15T13:02:56.651996-04:00,Did Ursula break the rule?,2025-08-15T13:02:56.651996-04:00,driving,2025-08-15T13:02:56.651996-04:00,1,2025-08-15T13:02:56.70198-04:00,true,2025-08-15T13:03:01.119322-04:00
01K2QB75VVYT9294ZH94JQNY5S,"Veronica is a frequent commuter on a local train. She sits at one of the benches while excitingly talking over the phone with one of her best friends. Before the call is over, her train arrives at the station and she gets onboard.",2025-08-15T13:07:42.075429-04:00,01K2QB1V25FDAP7C3B0JZFSW0F,2025-08-15T13:07:42.075429-04:00,compliance,2025-08-15T13:07:42.075429-04:00,"A group of people slept on the benches at the train station every night. To avoid use of the station concourse as accommodation or overnight shelter, the station manager established a rule: “No sleeping is allowed on the station benches”.",2025-08-15T13:07:42.075429-04:00,true,2025-08-15T13:07:59.205826-04:00,01K2QB1V2QW2F16B5TXV6VK2ZT,2025-08-15T13:07:42.075429-04:00,4,2025-08-15T13:07:42.075429-04:00,3,2025-08-15T13:07:42.075429-04:00,Did Veronica break the rule?,2025-08-15T13:07:42.075429-04:00,sleep,2025-08-15T13:07:42.075429-04:00,1,2025-08-15T13:07:42.123683-04:00,true,2025-08-15T13:07:55.104236-04:00
01K2QAYF4BZ996SWP4DM5NSQJQ,Joanna walks into the park. She takes a long and relaxing stroll observing the trees and birds.,2025-08-15T13:02:56.651252-04:00,01K2QAWKF5V6255MQC4V1D9FQT,2025-08-15T13:02:56.651252-04:00,compliance,2025-08-15T13:02:56.651252-04:00,"One day at the local park, there was a tragic accident involving a pedestrian and a car. Aiming to avoid accidents that could endanger parkgoers or jeopardize their physical integrity, the park administrators established a rule that: “No cars are allowed inside the park”.",2025-08-15T13:02:56.651252-04:00,true,2025-08-15T13:03:05.125109-04:00,01K2QAWKFQGR9NZ4Q4VW0SB00G,2025-08-15T13:02:56.651252-04:00,6,2025-08-15T13:02:56.651252-04:00,5,2025-08-15T13:02:56.651252-04:00,Did Joanna break the rule?,2025-08-15T13:02:56.651252-04:00,vehicles,2025-08-15T13:02:56.651252-04:00,1,2025-08-15T13:02:56.718697-04:00,true,2025-08-15T13:03:03.573145-04:00
